0-Pagina WT,1-Titolo italiano,2-Titolo tedesco,3-DataTrek ID,4-Stag. P18,5-Numero di produzione P1,6-Sequenza di trasmissione P153,7-Data di pubblicazione originale,8-Data P95,9-Serie,10-Istanza P14,11-P178,12-Titolo Wikidata,13-Wikidata ID,14-enMAPage,15-deMAPage,16-itMAPage,17-Produzione Wikidata,18-CheckProduzione
The Least Dangerous Game,Il gioco meno pericoloso,,Q11461,3,LD-3002,,1 settembre 2022,2022-09-01,Star Trek: Lower Decks,Q10317,2,The Least Dangerous Game,Q96868356,The Least Dangerous Game (episode),Das ungefährlichste Spiel,,,KO
Mining The Mind’s Mines,Mine della mente,,Q11523,3,LD-3003,,8 settembre 2022,2022-09-08,Star Trek: Lower Decks,Q10317,3,Mining The Mind's Mines,Q113861229,Mining The Mind's Mines (episode),Das Psycho-Gestein,,,KO
Room for Growth,Spazio per crescere,,Q11532,3,LD-3004,,15 settembre 2022,2022-09-15,Star Trek: Lower Decks,Q10317,4,Room for Growth,Q113954620,Room for Growth (episode),Raum für Entfaltung,,,KO
Reflections,Riflessi,,Q11539,3,LD-3005,,22 settembre 2022,2022-09-22,Star Trek: Lower Decks,Q10317,5,Reflections,Q114158988,Reflections (episode),Spiegelbilder (Episode),,,KO
"Hear All, Trust Nothing","Ascolta tutto, non fidarti di nulla",,Q11543,3,LD-3006,,29 settembre 2022,2022-09-29,Star Trek: Lower Decks,Q10317,6,"Hear All, Trust Nothing",Q114246428,"Hear All, Trust Nothing (episode)",Diplomatie mal anders,,,KO
A Mathematically Perfect Redemption,Una redenzione matematica,,Q11561,3,LD-3007,,6 ottobre 2022,2022-10-06,Star Trek: Lower Decks,Q10317,7,A Mathematically Perfect Redemption,Q114388879,A Mathematically Perfect Redemption (episode),Eine mathematisch perfekte Vergeltung,,,KO
Crisis Point 2: Paradoxus,Punto di Crisi II: Paradosso,,Q11572,3,LD-3008,,13 ottobre 2022,2022-10-13,Star Trek: Lower Decks,Q10317,8,Crisis Point Ⅱ: Paradoxus,Q114521738,Crisis Point 2: Paradoxus (episode),,,,KO
Trusted Sources,Fonti Attendibili,,Q11583,3,LD-3009,,20 ottobre 2022,2022-10-20,Star Trek: Lower Decks,Q10317,9,Trusted Sources,Q114734329,Trusted Sources (episode),Das große Missverständnis,,,KO
The Stars at Night,Le Stelle di Notte,,Q11591,3,LD-3010,,27 ottobre 2022,2022-10-27,Star Trek: Lower Decks,Q10317,10,The Stars at Night,Q114853420,The Stars At Night (episode),Die Sterne in der Nacht,,,KO
Twovix,Duevix,,Q12134,4,LD-4001,,7 settembre 2023,2023-09-07,Star Trek: Lower Decks,Q10317,1,Twovix,Q122308384,Twovix (episode),Twovix,,,KO
I Have No Bones Yet I Must Flee,Non ho ossa ma devo scappare,,Q12135,4,LD-4002,,7 settembre 2023,2023-09-07,Star Trek: Lower Decks,Q10317,2,I Have No Bones Yet I Must Flee,Q122308692,I Have No Bones Yet I Must Flee (episode),"Keine Knochen, aber muss trotzdem fliehen",,,KO
In the Cradle of Vexilon,La culla di Vexilon,,Q12136,4,LD-4003,,14 settembre 2023,2023-09-14,Star Trek: Lower Decks,Q10317,3,In the Cradle of Vexilon,Q122451438,In the Cradle of Vexilon (episode),,,,KO
"Something Borrowed, Something Green","Qualcosa in prestito, qualcosa in verde",,Q12137,4,LD-4004,,21 settembre 2023,2023-09-21,Star Trek: Lower Decks,Q10317,4,"Something Borrowed, Something Green",Q122573644,"Something Borrowed, Something Green (episode)",,,,KO
Empathological Fallacies,Fallacie empatologiche,,Q12138,4,LD-4005,,28 settembre 2023,2023-09-28,Star Trek: Lower Decks,Q10317,5,Empathological Fallacies,Q122864100,Empathological Fallacies (episode),,,,KO
Parth Ferengi's Heart Place,Il posto del cuore,,Q12139,4,LD-4006,,5 ottobre 2023,2023-10-05,Star Trek: Lower Decks,Q10317,6,Parth Ferengi's Heart Place,Q122573648,Parth Ferengi's Heart Place (episode),,,,KO
A Few Badgeys More,Per un pugno di Badgey,,Q12140,4,LD-4007,,12 ottobre 2023,2023-10-12,Star Trek: Lower Decks,Q10317,7,A Few Badgeys More,Q122573650,A Few Badgeys More (episode),,,,KO
Caves,Caverne,,Q12141,4,LD-4008,,19 ottobre 2023,2023-10-19,Star Trek: Lower Decks,Q10317,8,Caves,Q123032068,Caves (episode),,,,KO
The Inner Fight,Lotte interne,,Q12273,4,LD-4009,,26 ottobre 2023,2023-10-26,Star Trek: Lower Decks,Q10317,9,The Inner Fight,Q123195008,The Inner Fight (episode),Der innere Kampf,,,KO
"Old Friends, New Planets","Vecchi amici, nuovi pianeti",,Q12289,4,LD-4010,,2 novembre 2023,2023-11-02,Star Trek: Lower Decks,Q10317,10,"Old Friends, New Planets",Q123286552,"Old Friends, New Planets (episode)","Alte Freunde, neue Planeten",,,KO
Kitumba - Part I,,,Q5042,,,,,,Star Trek: Phase II,Q26,4,Kitumba - Part I,,,,,,
Kitumba - Part II,,,Q5043,,,,,,Star Trek: Phase II,Q26,5,Kitumba - Part II,,,,,,
Deadlock (Phase II),,,Q2383,,,,,,Star Trek: Phase II,Q26,7,Deadlock (Phase II),,,,,,
Practice in Waking,,,Q7265,,,,,,Star Trek: Phase II,Q26,6,Practice in Waking,,,,,,
Savage Syndrome,,,Q8047,,,,,,Star Trek: Phase II,Q26,8,Savage Syndrome,,,,,,
Devil's Due (Phase II),,,Q2503,,,,,,Star Trek: Phase II,Q26,10,Devil's Due (Phase II),,,,,,
Lord Bobby's Obsession,,,Q5510,,,,,,Star Trek: Phase II,Q26,11,Lord Bobby's Obsession,,,,,,
Tomorrow and the Stars,,,Q9486,,,,,,Star Trek: Phase II,Q26,2,Tomorrow and the Stars,,,,,,
The Child (Phase II),,,Q9081,,,,,,Star Trek: Phase II,Q26,14,The Child (Phase II),,,,,,
To Attain the All,,,Q9423,,,,,,Star Trek: Phase II,Q26,12,To Attain the All,,,,,,
The War to End All Wars,,,Q9285,,,,,,Star Trek: Phase II,Q26,13,The War to End All Wars,,,,,,
Cassandra (Phase II),,,Q1640,,,,,,Star Trek: Phase II,Q26,3,Cassandra (Phase II),,,,,,
In Thy Image,,,Q3929,,,,,,Star Trek: Phase II,Q26,1,In Thy Image,,,,,,
Are Unheard Memories Sweet?,,,Q547,,,,,,Star Trek: Phase II,Q26,9,Are Unheard Memories Sweet?,,,,,,
Remembrance,Ricordi,,Q7535,1,101,,23 gennaio 2020,2020-01-23,Star Trek: Picard,Q10507,1,Remembrance,Q63892451,Remembrance (episode),Gedenken,,,KO
Maps and Legends,Mappe e Leggende,,Q5881,1,102,,30 gennaio 2020,2020-01-30,Star Trek: Picard,Q10507,2,Maps and Legends,Q63892453,Maps and Legends (episode),,,,KO
The End is the Beginning,La Fine È L'inizio,,Q9118,1,103,,6 febbraio 2020,2020-02-06,Star Trek: Picard,Q10507,3,The End is the Beginning,Q63892454,The End is the Beginning (episode),,,,KO
Absolute Candor,L'assoluta Verità,,Q179,1,104,,13 febbraio 2020,2020-02-13,Star Trek: Picard,Q10507,4,Absolute Candor,Q63892456,Absolute Candor (episode),,,,KO
Stardust City Rag,Cronache Di Stardust City,,Q8546,1,105,,20 febbraio 2020,2020-02-20,Star Trek: Picard,Q10507,5,Stardust City Rag,Q63892457,Stardust City Rag (episode),,,104,KO
The Impossible Box,La Scatola Impossibile,,Q9156,1,106,,27 febbraio 2020,2020-02-27,Star Trek: Picard,Q10507,6,The Impossible Box,Q63892459,The Impossible Box (episode),,,,KO
Nepenthe,Nepenthe,,Q6638,1,107,,5 marzo 2020,2020-03-05,Star Trek: Picard,Q10507,7,Nepenthe,Q63892460,Nepenthe (episode),,,,KO
Broken Pieces,A Pezzi,,Q1440,1,108,,12 marzo 2020,2020-03-12,Star Trek: Picard,Q10507,8,Broken Pieces,Q63892461,Broken Pieces (episode),,,,KO
"Et in Arcadia Ego, Part I","Et in Arcadia Ego, Parte 1",,Q2958,1,109,,19 marzo 2020,2020-03-19,Star Trek: Picard,Q10507,9,"Et in Arcadia Ego, Part 1",Q63892463,"Et in Arcadia Ego, Part 1 (episode)","Et in Arcadia Ego, Teil I",,,KO
"Et in Arcadia Ego, Part II","Et in Arcadia Ego, Parte 2",,Q2959,1,110,,26 marzo 2020,2020-03-26,Star Trek: Picard,Q10507,10,"Et in Arcadia Ego, Part 2",Q63892464,"Et in Arcadia Ego, Part 2 (episode)","Et in Arcadia Ego, Teil II",,,KO
The Star Gazer,Guarda le stelle,,Q11013,2,201,,3 marzo 2022,2022-03-03,Star Trek: Picard,Q10507,1,The Star Gazer,Q111127427,The Star Gazer (episode),Die Stargazer,,,KO
Penance,Penitenza,,Q11054,2,202,,10 marzo 2022,2022-03-10,Star Trek: Picard,Q10507,2,Penance,Q111143152,Penance (episode),Buße (Episode),,,KO
Assimilation,Assimilazione,,Q11099,2,203,,17 marzo 2022,2022-03-17,Star Trek: Picard,Q10507,3,Assimilation,Q111244164,Assimilation (episode),Assimilation (Episode),,,KO
Watcher,L'Osservatore,,Q11138,2,204,,24 marzo 2022,2022-03-24,Star Trek: Picard,Q10507,4,Watcher,Q111342740,Watcher (episode),Wächter (Episode),,,KO
Fly Me to the Moon,Portami sulla luna,,Q11148,2,205,,31 marzo 2022,2022-03-31,Star Trek: Picard,Q10507,5,Fly Me to the Moon,Q111377671,Fly Me to the Moon (episode),Flieg mich zum Mond,,,KO
Two of One,Due di uno,,Q11154,2,206,,7 aprile 2022,2022-04-07,Star Trek: Picard,Q10507,6,Two of One,Q111486236,Two of One (episode),Die Gala,,,KO
Monsters,Mostri,,Q11164,2,207,,14 aprile 2022,2022-04-14,Star Trek: Picard,Q10507,7,Monsters,Q111585942,Monsters (episode),,,,KO
Mercy,Pietà,,Q11179,2,208,,21 aprile 2022,2022-04-21,Star Trek: Picard,Q10507,8,Mercy,Q111655360,Mercy (episode),Gnade (Episode),,,KO
Hide and Seek,Nascondino,,Q11184,2,209,,28 aprile 2022,2022-04-28,Star Trek: Picard,Q10507,9,Hide and Seek,Q111813502,Hide and Seek (episode),Das Versteckspiel,,,KO
Farewell,Addio,,Q11193,2,210,,5 maggio 2022,2022-05-05,Star Trek: Picard,Q10507,10,Farewell,Q111813621,Farewell (episode),Abschied,,,KO
The Next Generation,La prossima generazione,,Q11723,3,301,,16 febbraio 2023,2023-02-16,Star Trek: Picard,Q10507,1,The Next Generation,Q116811302,The Next Generation (episode),Die nächste Generation,,,KO
Disengage,Disimpegnare,,Q11724,3,302,,23 febbraio 2023,2023-02-23,Star Trek: Picard,Q10507,2,Disengage,Q116811642,Disengage (episode),Abgezogen,,,KO
Seventeen Seconds,Diciassette Secondi,,Q11725,3,303,,2 marzo 2023,2023-03-02,Star Trek: Picard,Q10507,3,Seventeen Seconds,Q116983264,Seventeen Seconds (episode),17 Sekunden,,,KO
No Win Scenario,Nessuno scenario vincente,,Q11726,3,304,,9 marzo 2023,2023-03-09,Star Trek: Picard,Q10507,4,No Win Scenario,Q116983277,No Win Scenario (episode),Die Pattsituation,,,KO
Imposters,Impostori,,Q11727,3,305,,16 marzo 2023,2023-03-16,Star Trek: Picard,Q10507,5,Imposters,Q117070006,Impostor (episode),,,,KO
The Bounty,Il Bounty,,Q11728,3,306,,23 marzo 2023,2023-03-23,Star Trek: Picard,Q10507,6,The Bounty,Q117288844,The Bounty (episode),,,,KO
Dominion,Dominio,,Q11876,3,307,,30 marzo 2023,2023-03-30,Star Trek: Picard,Q10507,7,Dominion,Q117352742,Dominion (episode),,,,KO
Surrender,Resa,,Q11891,3,308,,6 aprile 2023,2023-04-06,Star Trek: Picard,Q10507,8,Surrender,Q117716386,Surrender (episode),,,,KO
Võx,Vox,,Q11898,3,309,,13 aprile 2023,2023-04-13,Star Trek: Picard,Q10507,9,Võx,Q117716222,Võx (episode),,,,KO
The Last Generation,The Last Generation,,Q11893,3,310,,20 aprile 2023,2023-04-20,Star Trek: Picard,Q10507,10,The Last Generation,Q117716363,The Last Generation (episode),,,,KO
Lost and Found,Oggetti smarriti e ritrovati,,Q10693,1,"PRO101,PRO102",,28 ottobre 2021,2021-10-28,Star Trek: Prodigy,Q10692,1,Lost and Found,Q100456778,Lost and Found (episode),,,,KO
Starstruck,Nello spazio,,Q10732,1,PRO103,,4 novembre 2021,2021-11-04,Star Trek: Prodigy,Q10692,3,Starstruck,Q109342097,Starstruck (episode),Sehnsucht nach den Sternen,,,KO
Dream Catcher,Allucinazioni,,Q10747,1,PRO104,,11 novembre 2021,2021-11-11,Star Trek: Prodigy,Q10692,4,Dream Catcher,Q109526795,Dream Catcher (episode),Traumfänger,,,KO
Terror Firma,Terraformazione,,Q10750,1,PRO105,,18 novembre 2021,2021-11-18,Star Trek: Prodigy,Q10692,5,Terror Firma,Q109614725,Terror Firma (episode),Der Killerplanet,,,KO
Kobayashi,Kobayashi Maru,,Q10870,1,PRO106,,6 gennaio 2022,2022-01-06,Star Trek: Prodigy,Q10692,6,Kobayashi,Q110111240,Kobayashi (episode),Kobayashi,,,KO
First Con-tact,Primo contatto,,Q10892,1,PRO107,,13 gennaio 2022,2022-01-13,Star Trek: Prodigy,Q10692,7,First Con-tact,Q111232072,First Con-tact (episode),Erstkontakt (PRO),,,KO
Time Amok,Tempo fuori controllo,,Q10904,1,PRO108,,20 gennaio 2022,2022-01-20,Star Trek: Prodigy,Q10692,8,Time Amok,Q111232080,Time Amok (episode),Time Amok,,,KO
"A Moral Star, Part 1",Tars Lamora parte 1,,Q10908,1,PRO109,,27 gennaio 2022,2022-01-27,Star Trek: Prodigy,Q10692,9,"A Moral Star, Part 1",Q111232084,"A Moral Star, Part 1 (episode)","Rückkehr nach Tars Lamora, Teil I",,,KO
"A Moral Star, Part 2",Tars Lamora parte 2,,Q10931,1,PRO110,,3 febbraio 2022,2022-02-03,Star Trek: Prodigy,Q10692,10,"A Moral Star, Part 2",Q111232088,"A Moral Star, Part 2 (episode)","Rückkehr nach Tars Lamora, Teil II",,,KO
Asylum,Asilo,,Q11592,1,PRO111,,27 ottobre 2022,2022-10-27,Star Trek: Prodigy,Q10692,11,Asylum,Q114956576,Asylum (episode),Asyl (Episode),,,KO
Let Sleeping Borg Lie,I Borg dormienti,,Q11603,1,PRO112,,3 novembre 2022,2022-11-03,Star Trek: Prodigy,Q10692,12,Let Sleeping Borg Lie,Q115037011,Let Sleeping Borg Lie (episode),Schlafende Borg soll man nicht wecken,,,KO
All the World's a Stage,Tutto il mondo è un palcoscenico,,Q11606,1,PRO113,,10 novembre 2022,2022-11-10,Star Trek: Prodigy,Q10692,13,All the World's a Stage,Q115157021,All the World's a Stage (episode),Die ganze Welt ist eine Bühne,,,KO
Crossroads,Verso la zona neutrale,,Q11610,1,PRO114,,17 novembre 2022,2022-11-17,Star Trek: Prodigy,Q10692,14,Crossroads,,,,,,KO
Masquerade,Travestimenti,,Q11621,1,PRO115,,24 novembre 2022,2022-11-24,Star Trek: Prodigy,Q10692,15,Masquerade,Q115625293,Masquerade (episode),,,,KO
Preludes,Preludi,,Q11628,1,PRO116,,1 dicembre 2022,2022-12-01,Star Trek: Prodigy,Q10692,16,Preludes,Q115625325,Preludes (episode),,,,KO
Ghost in the Machine,Fantasmi sull'astronave,,Q11638,1,PRO117,,8 dicembre 2022,2022-12-08,Star Trek: Prodigy,Q10692,17,Ghost in the Machine,Q115687590,Ghost in the Machine (episode),,,,KO
Mindwalk,Scambio mentale,,Q11649,1,PRO118,,15 dicembre 2022,2022-12-15,Star Trek: Prodigy,Q10692,18,Mindwalk,,,,,,KO
"Supernova, Part 1","Supernova, parte I",,Q11656,1,PRO119,,22 dicembre 2022,2022-12-22,Star Trek: Prodigy,Q10692,19,"Supernova, Part 1",Q115858305,"Supernova, Part 1 (episode)",,,,KO
"Supernova, Part 2","Supernova, parte II",,Q11662,1,PRO120,,29 dicembre 2022,2022-12-29,Star Trek: Prodigy,Q10692,20,"Supernova, Part 2",Q115858308,"Supernova, Part 2 (episode)",,,,KO
Runaway,Fuggiasca,,Q7911,1,101,,4 ottobre 2018,2018-10-04,Star Trek: Short Treks,Q10563,1,Runaway,Q56816614,Runaway (episode),Runaway,,,KO
Calypso,Calypso,,Q1538,1,102,,8 novembre 2018,2018-11-08,Star Trek: Short Treks,Q10563,2,Calypso,Q56816615,Calypso (episode),Calypso,,,KO
The Brightest Star,La stella più brillante,,Q9074,1,103,,6 dicembre 2018,2018-12-06,Star Trek: Short Treks,Q10563,3,The Brightest Star,Q56816616,The Brightest Star (episode),The Brightest Star,,,KO
The Escape Artist,Il mago delle evasioni,,Q9125,1,104,,3 gennaio 2019,2019-01-03,Star Trek: Short Treks,Q10563,4,The Escape Artist,Q56816617,The Escape Artist (episode),Houdini (Episode),,,KO
Q&A,,,Q7330,2,201,,5 ottobre 2019,2019-10-05,Star Trek: Short Treks,Q10563,1,Q&A,Q63120094,Q&A (episode),,,,KO
The Trouble with Edward,,,Q9272,2,202,,10 ottobre 2019,2019-10-10,Star Trek: Short Treks,Q10563,2,The Trouble with Edward,Q63120292,The Trouble with Edward (episode),,,,KO
Ask Not,,,Q622,2,204,,14 novembre 2019,2019-11-14,Star Trek: Short Treks,Q10563,3,Ask Not,Q71037602,Ask Not (episode),,,,KO
The Girl Who Made the Stars,,,Q9145,2,204,,13 dicembre 2019,2019-12-13,Star Trek: Short Treks,Q10563,4,The Girl Who Made the Stars,Q69851825,The Girl Who Made the Stars (episode),,,,KO
Ephraim and Dot,,,Q2890,2,205,,13 dicembre 2019,2019-12-13,Star Trek: Short Treks,Q10563,5,Ephraim and Dot,Q69851941,Ephraim and Dot (episode),,,,KO
Children of Mars,,,Q1761,2,206,,9 gennaio 2020,2020-01-09,Star Trek: Short Treks,Q10563,6,Children of Mars,Q69852021,Children of Mars (episode),,,,KO
Strange New Worlds (episodio),Strani nuovi mondi,,Q11173,1,101,,5 maggio 2022,2022-05-05,Star Trek: Strange New Worlds,Q11174,1,Strange New Worlds,Q94572856,Strange New Worlds (episode),,,,KO
Children of the Comet,Figli della cometa,,Q11175,1,102,,12 maggio 2022,2022-05-12,Star Trek: Strange New Worlds,Q11174,2,Children of the Comet,Q111832729,Children of the Comet (episode),,,,KO
Ghosts of Illyria,Fantasmi di Illyria,,Q11176,1,103,,19 maggio 2022,2022-05-19,Star Trek: Strange New Worlds,Q11174,3,Ghosts of Illyria,Q111832736,Ghosts of Illyria (episode),,,,KO
Memento Mori,Memento Mori,,Q11177,1,104,,26 maggio 2022,2022-05-26,Star Trek: Strange New Worlds,Q11174,4,Memento Mori,Q111832741,Memento Mori (episode),,,104,
Spock Amok,Buffo come Spock,,Q11178,1,105,,2 giugno 2022,2022-06-02,Star Trek: Strange New Worlds,Q11174,5,Spock Amok,Q111832746,Spock Amok (episode),,,,KO
Lift Us Where Suffering Cannot Reach,Portaci dove la sofferenza non arriva,,Q11339,1,106,,9 giugno 2022,2022-06-09,Star Trek: Strange New Worlds,Q11174,6,Lift Us Where Suffering Cannot Reach,Q112484656,Lift Us Where Suffering Cannot Reach (episode),,,,KO
The Serene Squall,Una serena burrasca,,Q11357,1,107,,16 giugno 2022,2022-06-16,Star Trek: Strange New Worlds,Q11174,7,The Serene Squall,Q112570774,The Serene Squall (episode),,,,KO
The Elysian Kingdom,Un regno da favola,,Q11371,1,108,,23 giugno 2022,2022-06-23,Star Trek: Strange New Worlds,Q11174,8,The Elysian Kingdom,,,,,,KO
All Those Who Wander,Tutti coloro che vagano,,Q11372,1,109,,30 giugno 2022,2022-06-30,Star Trek: Strange New Worlds,Q11174,9,All Those Who Wander,Q112728906,All Those Who Wander (episode),,,,KO
A Quality of Mercy,La natura della clemenza,,Q11373,1,110,,7 luglio 2022,2022-07-07,Star Trek: Strange New Worlds,Q11174,10,A Quality of Mercy,Q112827299,A Quality of Mercy (episode),,,,KO
The Broken Circle,Il Circolo Spezzato,,Q11969,2,201,,15 giugno 2023,2023-06-15,Star Trek: Strange New Worlds,Q11174,1,The Broken Circle,Q119573093,The Broken Circle (episode),Der durchbrochene Kreis,,,KO
Ad Astra Per Aspera,Ad Astra Per Aspera,,Q11970,2,202,,22 giugno 2023,2023-06-22,Star Trek: Strange New Worlds,Q11174,2,Ad Astra Per Aspera,Q119854836,Ad Astra per Aspera (episode),Ad astra per aspera,,,KO
Tomorrow and Tomorrow and Tomorrow,Domani e Domani e Domani,,Q11971,2,203,,29 giugno 2023,2023-06-29,Star Trek: Strange New Worlds,Q11174,3,Tomorrow and Tomorrow and Tomorrow,Q120120958,Tomorrow and Tomorrow and Tomorrow (episode),,,,KO
Among the Lotus Eaters,Tra i Mangiatori Di Loto,,Q11972,2,204,,6 luglio 2023,2023-07-06,Star Trek: Strange New Worlds,Q11174,4,Among the Lotus Eaters,,,,,,KO
Charades,Sciarada,,Q11973,2,205,,13 luglio 2023,2023-07-13,Star Trek: Strange New Worlds,Q11174,5,Charades,Q120648846,Charades (episode),Scharaden,,,KO
Lost in Translation,Lost in Translation,,Q11974,2,206,,20 luglio 2023,2023-07-20,Star Trek: Strange New Worlds,Q11174,6,Lost in Translation,Q120765463,Lost in Translation (episode),Wo Worte fehlen,,,KO
Those Old Scientists,Tutti Onorati Scienziati,,Q11954,2,207,,22 luglio 2023,2023-07-22,Star Trek: Strange New Worlds,Q11174,7,Those Old Scientists,Q120811681,Those Old Scientists (episode),Tierisch olle Sternenreisende,,,KO
Under the Cloak of War,Sotto la Cappa della Guerra,,Q11975,2,208,,27 luglio 2023,2023-07-27,Star Trek: Strange New Worlds,Q11174,8,Under the Cloak of War,Q120968191,Under the Cloak of War (episode),Der Schlächter von J'Gal,,,KO
Subspace Rhapsody,Rapsodia Subspaziale,,Q11976,2,209,,3 agosto 2023,2023-08-03,Star Trek: Strange New Worlds,Q11174,9,Subspace Rhapsody,Q121143343,Subspace Rhapsody (episode),Subraum-Rhapsodie,,,KO
Hegemony,Egemonia,,Q11977,2,210,,10 agosto 2023,2023-08-10,Star Trek: Strange New Worlds,Q11174,10,Hegemony,Q121336651,Hegemony (episode),,,,KO
Beyond The Farthest Star,Oltre la più lontana stella,Das körperlose Wesen,Q1197,1,22004,1,8 settembre 1973,1973-09-08,Star Trek: The Animated Series,Q11188,1,Beyond The Farthest Star,Q4900128,Beyond the Farthest Star (episode),Das körperlose Wesen,,22004,
Yesteryear,Viaggio a ritroso nel tempo,Das Zeitportal,Q10169,1,22003,2,15 settembre 1973,1973-09-15,Star Trek: The Animated Series,Q11188,2,Yesteryear,Q3499742,Yesteryear (episode),Das Zeitportal (TAS),,22003,
One of Our Planets is Missing,È scomparso un pianeta,Die gefährliche Wolke,Q6841,1,22007,3,22 settembre 1973,1973-09-22,Star Trek: The Animated Series,Q11188,3,One of Our Planets is Missing,Q7093540,One of Our Planets Is Missing (episode),Die gefährliche Wolke,,22007,
The Lorelei Signal,Il segnale di Lorelei,Das Lorelei-Signal,Q9171,1,22006,4,29 settembre 1973,1973-09-29,Star Trek: The Animated Series,Q11188,4,The Lorelei Signal,Q7748494,The Lorelei Signal (episode),Das Lorelei-Signal,,22006,
"More Tribbles, More Troubles",Animaletti pericolosi,Mehr Trouble mit Tribbles,Q6474,1,22001,5,6 ottobre 1973,1973-10-06,Star Trek: The Animated Series,Q11188,5,"More Tribbles, More Troubles",Q11774134,"More Tribbles, More Troubles (episode)",Mehr Trouble mit Tribbles,,22001,
The Survivor,Il superstite,Der Überlebende,Q9256,1,22005,6,13 ottobre 1973,1973-10-13,Star Trek: The Animated Series,Q11188,6,The Survivor,Q7767549,The Survivor (episode),Der Überlebende,,22005,
The Infinite Vulcan,Il tocco vulcanico,Vulcan Das Superhirn,Q9157,1,22002,7,20 ottobre 1973,1973-10-20,Star Trek: The Animated Series,Q11188,7,The Infinite Vulcan,Q7741973,The Infinite Vulcan (episode),Das Superhirn,,22002,
The Magicks of Megas-Tu,Le magie dei Megas-Tu,Das Geheimnis von Megas-Tu,Q9174,1,22009,8,27 ottobre 1973,1973-10-27,Star Trek: The Animated Series,Q11188,8,The Magicks of Megas-Tu,Q7749553,The Magicks of Megas-Tu (episode),Das Geheimnis von Megas-Tu,,22009,
Once Upon a Planet,C'era una volta su un pianeta,Phantasie oder Wirklichkeit,Q6835,1,22017,9,3 novembre 1973,1973-11-03,Star Trek: The Animated Series,Q11188,9,Once Upon a Planet,Q7091827,Once Upon a Planet (episode),Phantasie oder Wirklichkeit,,22017,
Mudd's Passion,Il filtro di Mudd,Der Liebeskristall,Q6508,1,22008,10,10 novembre 1973,1973-11-10,Star Trek: The Animated Series,Q11188,10,Mudd's Passion,Q6931590,Mudd's Passion (episode),Der Liebeskristall,,22008,
The Terratin Incident,L'avventura su Terratin,Die Rettungsmission,Q9263,1,22015,11,17 novembre 1973,1973-11-17,Star Trek: The Animated Series,Q11188,11,The Terratin Incident,Q11729803,The Terratin Incident (episode),Die Rettungsmission,,22015,
The Time Trap,La trappola del tempo,Die Zeitfalle,Q9267,1,22010,12,24 novembre 1973,1973-11-24,Star Trek: The Animated Series,Q11188,12,The Time Trap,Q7769334,The Time Trap (episode),Die Zeitfalle,,22010,
